"season","week","offense_team","games_played","total_plays","pass_plays","run_plays","pass_rate","avg_yards_per_play","avg_yards_per_pass","avg_yards_per_run","avg_epa_per_play","avg_epa_pass","avg_epa_run","success_rate","explosive_play_rate","stuff_rate","sack_rate","turnovers_lost","turnover_rate","touchdowns","third_down_attempts","third_down_conversions","third_down_rate","red_zone_plays","red_zone_tds","red_zone_td_rate","two_min_plays","two_min_epa","plays_per_game","seconds_per_play","roll3_epa","roll3_success_rate","roll3_explosive_rate","roll3_third_down","roll3_red_zone_td","roll3_pace"
2025,3,"CAR",1,53,25,28,0.471698113207547,4.20754716981132,4.56,3.89285714285714,0.00789318307521337,-0.0993517979446123,0.103647630414343,0.490566037735849,0.0377358490566038,0.245283018867925,0.04,0,0,2,11,3,0.272727272727273,13,2,0.153846153846154,2,-0.350349471205845,53,NA,-0.0817823897057565,0.436032835089439,0.0508903046638896,0.37979797979798,0.101282051282051,63.3333333333333
2025,4,"CAR",1,65,37,28,0.569230769230769,5.01538461538462,5.32432432432432,4.60714285714286,-0.0243401050376954,0.0264152137825232,-0.0914096334786986,0.492307692307692,0.0923076923076923,0.323076923076923,0.027027027027027,0,0,2,14,5,0.357142857142857,5,2,0.4,7,0.392489341145847,65,NA,-0.00443585524461568,0.483468732525336,0.0649928687664537,0.321067821067821,0.234615384615385,65
2025,5,"CAR",1,60,32,28,0.533333333333333,6.73333333333333,5.59375,8.03571428571429,0.136640719806523,-0.0331008030652446,0.330631031659972,0.45,0.15,0.25,0.09375,2,0.0333333333333333,3,11,5,0.454545454545455,11,3,0.272727272727273,11,0.296256851955605,60,NA,0.0400645992813471,0.47762457668118,0.093347847121432,0.361471861471861,0.275524475524476,59.3333333333333
2025,6,"CAR",1,61,25,36,0.409836065573771,6.77049180327869,7.76,6.08333333333333,0.282718423503993,0.382613677721147,0.213346719186524,0.590163934426229,0.147540983606557,0.163934426229508,0.04,0,0,3,8,3,0.375,8,2,0.25,8,-0.0839975835518195,61,NA,0.131673012757607,0.510823875577974,0.129949558638083,0.395562770562771,0.307575757575758,62
2025,1,"CHI",1,61,36,25,0.590163934426229,4.98360655737705,5.5,4.24,-0.0723649844862529,-0.147054470331021,0.0351878751302138,0.377049180327869,0.0983606557377049,0.360655737704918,0.0555555555555556,1,0.0163934426229508,2,12,3,0.25,4,2,0.5,5,0.0272568899606854,61,NA,NA,NA,NA,NA,NA,NA
2025,2,"CHI",1,64,37,27,0.578125,5.296875,5.54054054054054,4.96296296296296,-0.16596288634355,-0.00187061605990764,-0.39083007154706,0.359375,0.140625,0.328125,0.108108108108108,2,0.03125,3,13,7,0.538461538461538,7,2,0.285714285714286,4,-0.356716709015018,64,NA,NA,NA,NA,NA,NA,NA
2025,3,"CHI",1,54,28,26,0.518518518518518,7.11111111111111,10.6428571428571,3.30769230769231,0.291846800008811,0.642127668879403,-0.0853787510825966,0.481481481481481,0.12962962962963,0.296296296296296,0,0,0,4,14,8,0.571428571428571,11,2,0.181818181818182,6,0.965643725551975,54,NA,0.0178396430596692,0.40596855393645,0.122871761789112,0.453296703296703,0.322510822510822,59.6666666666667
2025,4,"CHI",1,62,38,24,0.612903225806452,4.29032258064516,5.23684210526316,2.79166666666667,-0.100534697525103,-0.0191799187389451,-0.229346430603185,0.435483870967742,0.0645161290322581,0.435483870967742,0.0263157894736842,1,0.0161290322580645,2,16,7,0.4375,17,1,0.0588235294117647,9,0.202597741061045,62,NA,0.00844973871338597,0.425446784149741,0.111590252887296,0.515796703296703,0.175451998981411,60
2025,6,"CHI",1,59,33,26,0.559322033898305,6.49152542372881,7.15151515151515,5.65384615384615,0.165527260674516,0.0992670944965919,0.24962670236188,0.525423728813559,0.152542372881356,0.338983050847458,0.0909090909090909,0,0,2,10,3,0.3,7,1,0.142857142857143,8,0.0402192579349503,59,NA,0.118946454386075,0.480796360420928,0.115562710514415,0.436309523809524,0.127832951362363,58.3333333333333
2025,1,"CIN",1,49,26,23,0.530612244897959,2.87755102040816,3.65384615384615,2,-0.108868147709173,-0.0127535668164835,-0.217519413066127,0.408163265306122,0.0204081632653061,0.36734693877551,0.115384615384615,0,0,2,14,7,0.5,8,2,0.25,5,-0.622500726435101,49,NA,NA,NA,NA,NA,NA,NA
2025,2,"CIN",1,65,48,17,0.738461538461539,5.38461538461539,6.29166666666667,2.82352941176471,-0.00716599251961108,-0.0380878726699892,0.0801428455520449,0.430769230769231,0.0769230769230769,0.369230769230769,0.0625,3,0.0461538461538462,4,14,6,0.428571428571429,12,3,0.25,13,0.187390616750166,65,NA,NA,NA,NA,NA,NA,NA
2025,3,"CIN",1,51,30,21,0.588235294117647,3.05882352941176,3.43333333333333,2.52380952380952,-0.857977782002047,-1.22076952818947,-0.339703858877155,0.274509803921569,0.0392156862745098,0.352941176470588,0.133333333333333,5,0.0980392156862745,3,10,2,0.2,2,1,0.5,4,-4.14111007787869,51,NA,-0.324670640743611,0.371147433332307,0.0455156421542976,0.376190476190476,0.333333333333333,55
2025,4,"CIN",1,42,28,14,0.666666666666667,3.80952380952381,3.78571428571429,3.85714285714286,-0.256364863590504,-0.369809914278599,-0.0294747622143145,0.357142857142857,0.0238095238095238,0.380952380952381,0.107142857142857,0,0,0,11,2,0.181818181818182,3,0,0,3,-0.338999334955588,42,NA,-0.373836212704054,0.354140630611219,0.0466494290023702,0.27012987012987,0.25,52.6666666666667
2025,5,"CIN",1,57,41,16,0.719298245614035,5.45614035087719,5.51219512195122,5.3125,-0.149252425202492,-0.251449678547914,0.112628036495153,0.403508771929825,0.12280701754386,0.368421052631579,0.0487804878048781,3,0.0526315789473684,3,11,4,0.363636363636364,5,2,0.4,7,-0.056931160742058,57,NA,-0.421198356931681,0.345053810998083,0.0619440758759644,0.248484848484849,0.3,50
2025,6,"CIN",1,61,45,16,0.737704918032787,4.42622950819672,4.77777777777778,3.4375,0.0929051832784652,0.144570480326675,-0.0524034646696236,0.491803278688525,0.0163934426229508,0.344262295081967,0.0222222222222222,0,0,2,14,6,0.428571428571429,10,2,0.2,11,0.0557062688681907,61,NA,-0.104237368504844,0.417484969253735,0.0543366613254448,0.324675324675325,0.2,53.3333333333333
2025,7,"CIN",1,69,49,20,0.710144927536232,6.97101449275362,6.69387755102041,7.65,0.329444764881155,0.309062419556418,0.37938151092676,0.507246376811594,0.115942028985507,0.289855072463768,0.0408163265306122,0,0,3,13,7,0.538461538461538,15,2,0.133333333333333,8,0.472761368276725,69,NA,0.0910325076523759,0.467519475809981,0.0850474963841059,0.443556443556444,0.244444444444444,62.3333333333333
2025,1,"CLE",1,70,46,24,0.657142857142857,4.5,5.78260869565217,2.04166666666667,-0.0762697131157449,-0.077079472657262,-0.0747176739945038,0.385714285714286,0.0428571428571429,0.342857142857143,0.0434782608695652,2,0.0285714285714286,2,16,9,0.5625,11,2,0.181818181818182,9,-0.487952347619566,70,NA,NA,NA,NA,NA,NA,NA
2025,2,"CLE",1,72,50,22,0.694444444444444,4.47222222222222,4.14,5.22727272727273,-0.262947041339877,-0.466330378090268,0.19928781491101,0.375,0.0555555555555556,0.388888888888889,0.04,2,0.0277777777777778,3,18,7,0.388888888888889,3,2,0.666666666666667,8,0.329118755909419,72,NA,NA,NA,NA,NA,NA,NA
2025,3,"CLE",1,56,37,19,0.660714285714286,3.94642857142857,3.37837837837838,5.05263157894737,-0.151620707016232,-0.247962234313221,0.0359917408779055,0.285714285714286,0.0357142857142857,0.339285714285714,0.0540540540540541,1,0.0178571428571429,1,13,4,0.307692307692308,8,1,0.125,11,0.03595338789852,56,NA,-0.163612487157285,0.348809523809524,0.0447089947089947,0.419693732193732,0.324494949494949,66
2025,4,"CLE",1,64,38,26,0.59375,3.90625,4.47368421052632,3.07692307692308,-0.363042712929736,-0.55685010376495,-0.0797857570936545,0.28125,0.0625,0.453125,0.0789473684210526,3,0.046875,1,14,3,0.214285714285714,10,1,0.1,2,-0.233805791882332,64,NA,-0.259203487095282,0.313988095238095,0.0512566137566138,0.303622303622304,0.297222222222222,64
2025,5,"CLE",1,65,34,31,0.523076923076923,4.93846153846154,5.35294117647059,4.48387096774194,0.00736937651661165,-0.0652290300349757,0.0869934353151268,0.4,0.107692307692308,0.369230769230769,0.0588235294117647,0,0,2,15,3,0.2,16,2,0.125,13,0.213037300084775,65,NA,-0.169098014476452,0.322321428571429,0.0686355311355311,0.240659340659341,0.116666666666667,61.6666666666667
2025,6,"CLE",1,73,57,16,0.780821917808219,3.17808219178082,2.96491228070175,3.9375,-0.207016911071747,-0.294901071768306,0.106070411409746,0.356164383561644,0.0273972602739726,0.452054794520548,0.105263157894737,0,0,0,16,6,0.375,12,0,0,16,-0.141508789942624,73,NA,-0.18756341582829,0.345804794520548,0.0658631893220934,0.263095238095238,0.075,67.3333333333333
2025,1,"DAL",1,52,32,20,0.615384615384615,5.75,5.71875,5.8,0.024170916742228,0.00870911385903902,0.0489098013553303,0.442307692307692,0.0769230769230769,0.307692307692308,0,1,0.0192307692307692,2,11,7,0.636363636363636,5,2,0.4,5,-0.473232477123383,52,NA,NA,NA,NA,NA,NA,NA
2025,2,"DAL",1,80,52,28,0.65,5.5375,5.92307692307692,4.82142857142857,0.0529249215417083,0.0622245826255817,0.0356541223859434,0.4375,0.075,0.325,0.0576923076923077,1,0.0125,4,14,6,0.428571428571429,9,3,0.333333333333333,21,0.297579542848225,80,NA,NA,NA,NA,NA,NA,NA
2025,3,"DAL",1,68,48,20,0.705882352941177,5.85294117647059,5.77083333333333,6.05,-0.0395221512504256,-0.0546372002814982,-0.00324603357585147,0.485294117647059,0.0735294117647059,0.191176470588235,0.0416666666666667,4,0.0588235294117647,1,11,3,0.272727272727273,14,1,0.0714285714285714,5,-0.838790236087516,68,NA,0.0125245623445036,0.455033936651584,0.0751508295625943,0.445887445887446,0.268253968253968,66.6666666666667
2025,4,"DAL",1,66,40,26,0.606060606060606,6.56060606060606,7.9,4.5,0.330915962117946,0.507023529809567,0.0599812425923749,0.545454545454545,0.106060606060606,0.196969696969697,0.025,0,0,5,10,4,0.4,11,4,0.363636363636364,10,1.32016717820079,66,NA,0.114772910803076,0.489416221033868,0.084863339275104,0.367099567099567,0.256132756132756,71.3333333333333
2025,5,"DAL",1,54,29,25,0.537037037037037,7.44444444444444,8.10344827586207,6.68,0.329754552120905,0.358486618286347,0.296425355368992,0.462962962962963,0.12962962962963,0.314814814814815,0.0344827586206897,0,0,4,12,6,0.5,8,2,0.25,7,1.6731515262384,54,NA,0.207049454329475,0.497903875354856,0.103073215818314,0.390909090909091,0.228354978354978,62.6666666666667
2025,6,"DAL",1,52,34,18,0.653846153846154,5.63461538461539,7.67647058823529,1.77777777777778,0.179611804286581,0.521922016802871,-0.466974152688636,0.403846153846154,0.0576923076923077,0.346153846153846,0,0,0,3,12,5,0.416666666666667,14,2,0.142857142857143,0,NA,52,NA,0.280094106175144,0.470754554087887,0.0977941811275145,0.438888888888889,0.252164502164502,57.3333333333333
2025,1,"DEN",1,65,37,28,0.569230769230769,4.53846153846154,3.83783783783784,5.46428571428571,-0.236403870157359,-0.346394547020851,-0.0910590471591734,0.369230769230769,0.0769230769230769,0.323076923076923,0.027027027027027,3,0.0461538461538462,2,13,6,0.461538461538462,6,1,0.166666666666667,7,0.0649200443461138,65,NA,NA,NA,NA,NA,NA,NA
2025,2,"DEN",1,53,30,23,0.566037735849057,5.67924528301887,6.86666666666667,4.1304347826087,0.174417486489375,0.278178116330616,0.0390775345225373,0.452830188679245,0.0943396226415094,0.283018867924528,0,1,0.0188679245283019,4,9,4,0.444444444444444,9,3,0.333333333333333,3,-0.420827219146304,53,NA,NA,NA,NA,NA,NA,NA
2025,3,"DEN",1,46,26,20,0.565217391304348,5.30434782608696,4.80769230769231,5.95,-0.126958681323438,-0.199787872583416,-0.0322807326854672,0.260869565217391,0.108695652173913,0.41304347826087,0.0769230769230769,0,0,2,13,2,0.153846153846154,4,1,0.25,8,0.623452725063544,46,NA,-0.0629816883304743,0.360976841042469,0.0933194505794998,0.353276353276353,0.25,54.6666666666667
2025,4,"DEN",1,74,42,32,0.567567567567568,6.85135135135135,7.76190476190476,5.65625,0.239616195995335,0.316185623763539,0.139118822049568,0.513513513513513,0.135135135135135,0.216216216216216,0,1,0.0135135135135135,4,13,8,0.615384615384615,14,4,0.285714285714286,9,0.70572190421323,74,NA,0.0956916670537572,0.409071089136717,0.112723469983519,0.404558404558405,0.28968253968254,57.6666666666667
2025,5,"DEN",1,69,40,29,0.579710144927536,5.20289855072464,5.725,4.48275862068965,0.083089097939985,0.122420287488872,0.0288391813208301,0.492753623188406,0.0869565217391304,0.289855072463768,0.05,0,0,2,15,5,0.333333333333333,8,2,0.25,7,-0.401822057594213,69,NA,0.0652488708706273,0.42237890063977,0.110262436349393,0.367521367521368,0.261904761904762,63
2025,6,"DEN",1,55,31,24,0.563636363636364,4.50909090909091,5.41935483870968,3.33333333333333,-0.0856510583049511,0.00898227732083693,-0.207885783488261,0.345454545454545,0.0363636363636364,0.363636363636364,0.032258064516129,1,0.0181818181818182,1,15,5,0.333333333333333,5,1,0.2,0,NA,55,NA,0.0790180785434564,0.450573894052155,0.086151764412634,0.427350427350427,0.245238095238095,66
2025,1,"DET",1,63,42,21,0.666666666666667,3.85714285714286,4.66666666666667,2.23809523809524,-0.0935414594058376,-0.0126894226469344,-0.255245532923644,0.412698412698413,0.0317460317460317,0.317460317460317,0.0952380952380952,1,0.0158730158730159,1,15,5,0.333333333333333,13,1,0.0769230769230769,9,-0.1225513247385,63,NA,NA,NA,NA,NA,NA,NA
2025,2,"DET",1,58,28,30,0.482758620689655,8.81034482758621,11.9285714285714,5.9,0.409490237906714,0.860836439431642,-0.0117662168498861,0.551724137931034,0.172413793103448,0.172413793103448,0,0,0,7,10,4,0.4,16,6,0.375,8,0.753512141949614,58,NA,NA,NA,NA,NA,NA,NA
2025,3,"DET",1,64,28,36,0.4375,6.1875,7.21428571428571,5.38888888888889,0.338273316107837,0.508923798444892,0.205545163179017,0.578125,0.078125,0.234375,0,0,0,4,14,7,0.5,17,4,0.235294117647059,7,0.317325116518103,64,NA,0.218074031536238,0.514182516876482,0.0940949416164933,0.411111111111111,0.229072398190045,61.6666666666667
2025,4,"DET",1,52,27,25,0.519230769230769,5.03846153846154,6.22222222222222,3.76,-0.150018478309198,-0.0378559017237183,-0.271154061021516,0.384615384615385,0.0961538461538462,0.346153846153846,0,1,0.0192307692307692,3,14,6,0.428571428571429,9,3,0.333333333333333,5,0.13350646127917,52,NA,0.199248358568451,0.504821507515473,0.115564213085765,0.442857142857143,0.314542483660131,58
2025,5,"DET",1,57,28,29,0.491228070175439,6.3859649122807,8.82142857142857,4.03448275862069,0.229853172576169,0.46474630837994,0.00305980007597727,0.526315789473684,0.087719298245614,0.210526315789474,0.142857142857143,1,0.0175438596491228,5,7,2,0.285714285714286,14,5,0.357142857142857,0,NA,57,NA,0.139369336791603,0.49635205802969,0.0873327147998201,0.404761904761905,0.30859010270775,57.6666666666667
2025,6,"DET",1,53,30,23,0.566037735849057,5.60377358490566,6.63333333333333,4.26086956521739,0.112325160200752,0.223771712703941,-0.0330399082816692,0.528301886792453,0.0943396226415094,0.169811320754717,0.0333333333333333,0,0,2,11,5,0.454545454545455,7,1,0.142857142857143,3,-0.141365885773363,53,NA,0.0640532848225743,0.479744353627174,0.0927375890136565,0.38961038961039,0.277777777777778,54
2025,1,"GB",1,44,22,22,0.5,5.97727272727273,8.54545454545454,3.40909090909091,0.200990506103204,0.457513375092303,-0.0555323628858954,0.431818181818182,0.113636363636364,0.25,0,0,0,3,10,4,0.4,13,3,0.230769230769231,3,-0.103945721794541,44,NA,NA,NA,NA,NA,NA,NA
2025,2,"GB",1,61,33,28,0.540983606557377,6.65573770491803,8.15151515151515,4.89285714285714,0.161024007124766,0.201890309392416,0.112860150880751,0.508196721311475,0.0983606557377049,0.245901639344262,0.0606060606060606,0,0,3,12,5,0.416666666666667,13,3,0.230769230769231,2,0.740164913938451,61,NA,NA,NA,NA,NA,NA,NA
2025,3,"GB",1,59,29,30,0.491525423728814,3.86440677966102,5.03448275862069,2.73333333333333,-0.0781918559753645,-0.0280499208284626,-0.126662393284036,0.372881355932203,0.0508474576271186,0.305084745762712,0.172413793103448,1,0.0169491525423729,1,18,10,0.555555555555556,6,1,0.166666666666667,3,-0.265901018953944,59,NA,0.0946075524175353,0.437632086353954,0.0876148256670624,0.457407407407407,0.209401709401709,54.6666666666667
2025,4,"GB",1,75,43,32,0.573333333333333,6.26666666666667,7.72093023255814,4.3125,0.316426580619641,0.473505151483722,0.105352251021031,0.546666666666667,0.106666666666667,0.253333333333333,0.0232558139534884,1,0.0133333333333333,5,13,9,0.692307692307692,18,5,0.277777777777778,19,0.0803722453586687,75,NA,0.133086243923014,0.475914914636782,0.0852915933438301,0.554843304843305,0.225071225071225,65
2025,6,"GB",1,59,27,32,0.457627118644068,6.93220338983051,9.48148148148148,4.78125,0.208029896680662,0.272448597907226,0.153676617520749,0.576271186440678,0.169491525423729,0.220338983050847,0.037037037037037,1,0.0169491525423729,3,11,5,0.454545454545455,6,3,0.5,4,-0.712523784989323,59,NA,0.14875487377498,0.498606403013183,0.109001883239171,0.567469567469567,0.314814814814815,64.3333333333333
2025,1,"HOU",1,56,30,26,0.535714285714286,4.64285714285714,5.03333333333333,4.19230769230769,-0.158999286285687,-0.286607832490679,-0.011758656049157,0.357142857142857,0.0892857142857143,0.232142857142857,0.1,2,0.0357142857142857,0,9,2,0.222222222222222,4,0,0,6,-0.38264895239562,56,NA,NA,NA,NA,NA,NA,NA
2025,2,"HOU",1,45,28,17,0.622222222222222,5.86666666666667,6.5,4.82352941176471,-0.0758094959766667,-0.16005295059021,0.0629444292691701,0.377777777777778,0.155555555555556,0.444444444444444,0.107142857142857,0,0,2,9,2,0.222222222222222,8,0,0,4,-0.333290713344468,45,NA,NA,NA,NA,NA,NA,NA
